gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cells	C2: C1q+IL18+MCs	CD56brightCD16- NK cells	CD56dimCD16+ NK cells	CD8+ Exhausted T	CD8+ GZMB+ T	CD8+ GZMK+ T	MAIT	Naive T	Plasma cells	Treg	gd T
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0EA6AE0F7	0.005	0.002	0.003	0.001	0.001	0.005	0.002	0.0	0.004	0.001	0.002	0.005
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0E9155EA2	0.005	0.002	0.003	0.001	0.001	0.005	0.002	0.0	0.004	0.001	0.002	0.005
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0A5EAECEB	0.005	0.002	0.003	0.001	0.001	0.005	0.002	0.0	0.004	0.001	0.002	0.005
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS01C37C086	0.005	0.002	0.003	0.001	0.001	0.005	0.002	0.0	0.004	0.001	0.002	0.005
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS09F32EE7D	0.005	0.002	0.003	0.001	0.001	0.005	0.002	0.0	0.004	0.001	0.002	0.005
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS0A16E48B6	0.005	0.002	0.003	0.001	0.001	0.005	0.002	0.0	0.004	0.001	0.002	0.005
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-CS035AE34D1	0.005	0.002	0.003	0.001	0.001	0.005	0.002	0.0	0.004	0.001	0.002	0.005
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS04B8C1A44	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0613E3AB7	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS00C4AD735	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS04EF3E555	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS086CDC104	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0F6C6BD92	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0D35A8B40	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0E1E8DC79	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS03C03A2E0	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0BDB8F8B9	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0542286CC	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0A13F16D1	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0003E8838	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS037DFC929	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0754A8484	0.001	0.019	0.003	0.001	0.001	0.0	0.002	0.0	0.003	0.001	0.002	0.004
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS000A36A67	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0AE8152FD	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0A0235348	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0F983512F	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS04B8D01CF	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0873A3572	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS08643D43B	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0ACA88C98	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0890C1FEE	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0CFE5516F	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS044E2BF6D	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS024EB9593	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0420BF1AD	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0D956B26D	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS014F1F730	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0DA23193F	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS09D722BE6	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0F6EF74BE	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0E2A9E72A	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0D1C88065	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0CD275AB1	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS073016411	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0DFEE920D	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0CCD3D0A1	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS01757E3CC	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS000EEBB11	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS05DE238C6	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0F9D91F7C	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS03B3709D5	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0A54AB810	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-CS087CB7080	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.001
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-CS0F6E83D4B	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.001
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-CS0D1C23747	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-CS0730C30B0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0481C1F9A	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS07545410E	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0013B4F9C	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS041DB789A	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS08C5D4CC5	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0CD56A2CC	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS001CB9814	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0A8032B7C	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS044C72075	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS08A2C42C8	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS07135653F	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0054A1D8F	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0E97FB627	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0711601F5	0.002	0.007	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0F29C6285	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS01D8707DF	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0D8D740D0	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0113A05E1	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS03744A892	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS07B775F8D	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0C85FC57D	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS05CFD8AFA	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS04F856260	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS064EF7C8D	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0CF3656D2	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0BCEC27D8	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS034FCACC9	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0009D06D0	0.002	0.019	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.002	0.001
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0372FC240	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0DF112C1C	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS016FA0A89	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS00529A443	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS09C6CE302	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS087B1A2AD	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0B5273C72	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0969BC04B	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0E502BB1F	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0639A2C96	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS057093E9E	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0E68F5752	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0798E7707	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS08BFBF46D	0.002	0.007	0.007	0.001	0.002	0.003	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS031A2034E	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0FCBFAE02	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS024B9BE75	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS09FB07CB1	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS09572EF0C	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0A038267C	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0DB31673B	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0E53563BA	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS01E56069F	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0AF09AF14	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0B92EA5EA	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0F53060BB	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS01E9D00D4	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS06AA33194	0.002	0.019	0.003	0.001	0.001	0.006	0.0	0.0	0.0	0.001	0.0	0.004
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS02643715E	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0DCC20D87	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0F22D52C8	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS03025232D	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0E6007E1E	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS04185CD17	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0A94347F7	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS09A9BAC7F	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0CBE51948	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS012C395FB	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0D38CFA9D	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0B52EC069	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0CDD4E649	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS056A2EEC7	0.007	0.007	0.003	0.001	0.007	0.003	0.004	0.002	0.006	0.003	0.005	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS00F8E8AC0	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS090834433	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0BDA45927	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0F06108D6	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0BF2D6216	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0C5CBB4DA	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS02B24ACED	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS05594052B	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS096783D6D	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS067ECB5FE	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS039773901	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS096856900	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0EA080D52	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0035C50D6	0.005	0.019	0.003	0.001	0.001	0.006	0.002	0.0	0.004	0.001	0.002	0.005
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS03D573715	0.001	0.002	0.004	0.001	0.001	0.003	0.001	0.002	0.001	0.0	0.002	0.001
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0B0D7EFFD	0.001	0.002	0.004	0.001	0.001	0.003	0.001	0.002	0.001	0.0	0.002	0.001
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS07DBC7D4F	0.001	0.002	0.004	0.001	0.001	0.003	0.001	0.002	0.001	0.0	0.002	0.001
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS03524A330	0.001	0.002	0.004	0.001	0.001	0.003	0.001	0.002	0.001	0.0	0.002	0.001
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS08FF72B3A	0.001	0.002	0.004	0.001	0.001	0.003	0.001	0.002	0.001	0.0	0.002	0.001
